Valor;Dt_Vcto;Dt_Pgto;Observação;Local_Pgto;ND;MES_ANO;SOMA?;Sequencial
1140;06/12/2024;09/12/2024;2º Aluguel:  1.400,00 - 366,00 = 1.034,00 + 106 = 1.140;INT;150;202412;FALSO;2991
-1500;10/11/2024;25/11/2024;28º Aluguel + Sabesp - Pagou com Atraso;INT;140;202411;VERDADEIRO;2992
501,29;15/12/2024;12/12/2024;Condomínio + Sabesp - APARTAMENTO -  DDA INTER;INT;049;202412;VERDADEIRO;2993
506,72;15/12/2024;12/12/2024;DDA INTER - PAGO ITAMAR;INT;092;202412;VERDADEIRO;2995
0;05/12/2024;05/12/2024;Jonata começou a pagar;BRA;088;202412;FALSO;2996
0;17/12/2024;17/12/2024;Imovel vazio;Int;129;202412;VERDADEIRO;2997
26,81;19/12/2024;19/12/2024;Não atingiu o mínimo;NUB;071;202412;FALSO;2998
89,9;10/01/2025;10/01/2025;Pago Nubank;NUB;132;202501;VERDADEIRO;2999
-1500;10/01/2025;22/01/2025;29º Aluguel + Sabesp - Pagou com Atraso;INT;140;202501;VERDADEIRO;3000
0;08/12/2024;08/12/2024;Jhonata;;149;202412;FALSO;3001
153,96;19/12/2024;15/12/2024;PAGO VIA PIX INTER;INT;072;202412;VERDADEIRO;3002
2600,65;05/01/2025;17/12/2025;Fatura mês - Antecipação;NUB;042;202501;VERDADEIRO;3003
2775,69;05/01/2025;17/12/2025;Fatura Futuras - Antecipação;NUB;042;202501;VERDADEIRO;3004
1208;31/12/2024;23/12/2024;Ultima mensalidade;INT;142;202412;VERDADEIRO;3005
194,7;09/01/2025;22/12/2024;Eletropaulo - R4-CS52 - 100067063086  - ATENTAR-SE, POIS COLOQUEI EM DA NO NUBANK;NUB;035;202501;VERDADEIRO;3007
88,27;19/12/2024;22/12/2024;itamar pagou via pix qrcode;NUB;073;202412;FALSO;3009
78;01/01/2025;22/12/2024;Paguei manualmente no NUBANK - PIX;NUB;070;202501;VERDADEIRO;3010
153,34;01/03/2025;10/03/2025;PIX Nubank;NUB;131;202503;VERDADEIRO;3073
79,72;01/03/2025;10/03/2025;Paguei manualmente no NUBANK - PIX;NUB;070;202503;VERDADEIRO;3074
330,09;15/08/2021;09/08/2021;Condomínio CASA 52 - PROTOCOLO 461;BRA;038;202108;VERDADEIRO;1697
-55,55;15/07/2021;20/07/2021;Rosi pagou;BRA;098;202107;VERDADEIRO;1698
314,29;09/06/2021;09/06/2021;Seguro 4/12 - Debita Nubank;NUB;136;202106;FALSO;1699
314,29;07/07/2021;07/07/2021;Seguro 5/12 - Debita Nubank;NUB;136;202107;FALSO;1700
397,43;15/08/2021;09/08/2021;Pago Itamar;INT;092;202108;VERDADEIRO;1702
226,34;20/08/2021;09/08/2021;IRRF APURACAO 31/07/2021;INT;125;202108;FALSO;1703
642,4;20/08/2021;09/08/2021;COMPETENCIA: 07/2021;INT;121;202108;FALSO;1704
137,9;20/08/2021;20/08/2021;HONORARIOS CONTADOR - COMPETENCIA JULHO/2021;INT;122;202108;FALSO;1705
105,87;05/08/2021;02/08/2021;Debitou indevidamente da minha conta - pago em duplicidade;INT;073;202108;FALSO;1706
-1200;15/08/2021;09/08/2021;Pix R$ 1.296,54;BRA;117;202108;VERDADEIRO;1707
-96,34;15/08/2021;09/08/2021;Pix R$ 1.296,34 - 09/08;BRA;097;202108;VERDADEIRO;1708
150;11/08/2021;11/08/2021;Cintia pagou  Sonia - Diarista;ESP;055;202108;VERDADEIRO;1729
-650;17/08/2021;18/08/2021;13º Aluguel - Pix Inter 1.150,00;Int;129;202108;VERDADEIRO;1730
-500;17/08/2021;18/08/2021;3º Aluguel - Pix Inter 1.150,00;Int;137;202108;VERDADEIRO;1731
-1300;05/08/2021;20/08/2021;Pix R$ 1.360,00 = 1300+60,55;BRA;135;202108;VERDADEIRO;1732
-60;15/08/2021;20/08/2021;Rosi pagou;BRA;098;202108;VERDADEIRO;1733
160,28;09/09/2021;09/09/2021;Eletropaulo - R4-CS52 - 100067063086 - DEBITOU BRADESCO 6597682;BRA;035;202109;VERDADEIRO;1734
1358,61;20/08/2021;13/09/2021;FEDERAL    - PERIODO DE APURAÇÃO: JULHO/2021 - BRA;BRA;124;202108;FALSO;1735
76,54;28/08/2021;26/08/2021;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202108;VERDADEIRO;1736
97,24;01/09/2021;30/09/2021;Johana pagara - Enviei mensagem para ela via Whatsapp;INT;073;202109;FALSO;1737
58,29;09/09/2021;09/09/2021;Debitou Inter;INT;046;202109;VERDADEIRO;1738
23,63;20/08/2021;20/08/2021;Não atingiu o mínimo;INT;045;202108;VERDADEIRO;1739
146,07;06/09/2021;06/09/2021;11  Pagamento - Debitou automaticamente no Bradesco;BRA;131;202109;VERDADEIRO;1740
65,99;01/09/2021;01/09/2021;Debitou Bradesco;BRA;070;202109;VERDADEIRO;1742
687;30/08/2021;30/08/2021;Pago via DDA - Documento: 0000462 - Pago na data;BRA;076;202108;VERDADEIRO;1743
800,95;05/09/2021;05/09/2021;Fat do  + Liquidacao das parcelas futuras - NUBANK;INT;042;202109;VERDADEIRO;1744
11225,02;10/09/2021;05/09/2021;Fatura do Cartão Inter - Cintia;INT;042;202109;VERDADEIRO;1745
-1150;26/02/2018;26/02/2018;Deposito APARTAMENTO;BRA;061;201802;VERDADEIRO;246
-145;26/02/2018;28/02/2018;Deposito APARTAMENTO;BRA;061;201802;VERDADEIRO;247
301,92;15/03/2018;05/03/2018;Condomínio CASA 52;STA;038;201803;VERDADEIRO;248
350;05/03/2018;05/03/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201803;VERDADEIRO;249
420;05/03/2018;05/03/2018;Divida Itaú/Nome negativado;ESP;081;201803;VERDADEIRO;250
55,99;01/03/2018;01/03/2018;Somente controle;CIN;074;201803;VERDADEIRO;251
-400;05/03/2018;05/03/2018;1º parte do caução;ESP;079;201803;VERDADEIRO;252
-300;08/03/2018;08/03/2018;2º parte do caução;ESP;079;201803;VERDADEIRO;253
-500;02/03/2018;02/03/2018;Caução;ESP;080;201803;VERDADEIRO;254
350;05/03/2018;05/03/2018;Itamar pagou a sônia;ESP;081;201803;VERDADEIRO;255
381,54;15/03/2018;10/03/2018;Condomínio + Sabesp - APARTAMENTO;BRA;049;201803;VERDADEIRO;256
48,55;09/03/2018;09/03/2018;Sabesp - Praia - 0323678483;BRA;046;201803;VERDADEIRO;257
-700;26/03/2018;26/03/2018;3º parte do caução - 700;BRA;079;201803;VERDADEIRO;258
1500;06/03/2018;06/03/2018;Divida Cartão de Credito;TRA;081;201803;VERDADEIRO;259
102,91;23/03/2018;09/04/2018;Pertence a Ariane;BRA;072;201803;FALSO;260
2013,51;22/03/2018;22/03/2018;PRC 2;BRA;077;201803;FALSO;261
20,02;19/03/2018;19/03/2018;Não atingiu valor mínimo - 20,02;BRA;045;201803;FALSO;262
28,81;08/04/2018;08/04/2018;Não atingiu o mínimo 28,81;BRA;073;201804;FALSO;263
-500;20/03/2018;20/03/2018;;BRA;078;201803;VERDADEIRO;264
350;20/03/2018;20/03/2018;SONIA - DIA 20 - CINTIA PAGOU EM ESPECIE;ESP;054;201803;VERDADEIRO;265
71,33;28/03/2018;28/03/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201803;VERDADEIRO;266
44,99;02/04/2018;02/04/2018;Telefone: 9.9324-0594;BRA;070;201804;VERDADEIRO;267
132,73;05/04/2018;05/04/2018;Net - R4-CS52 - 3195440450;BRA;037;201804;VERDADEIRO;268
500;22/03/2018;22/03/2018;Transferencia regularizacao da habilitacao;TRA;081;201803;VERDADEIRO;269
1314,58;30/03/2018;02/04/2018;pago;BRA;076;201803;VERDADEIRO;270
-1361;26/03/2018;26/03/2018;Deposito APARTAMENTO;BRA;061;201803;VERDADEIRO;271
284,39;02/04/2018;02/04/2018;Cartão de Crédito Nubank;BRA;042;201804;VERDADEIRO;272
-500;03/04/2018;04/04/2018;Recebi em dinheiro, descontou dedetização;ESP;080;201804;VERDADEIRO;273
150;03/04/2018;04/04/2018;Recebi em dinheiro, descontou dedetização;ESP;080;201804;VERDADEIRO;274
48,55;10/04/2018;10/04/2018;Sabesp - Praia - 0323678483;BRA;046;201804;VERDADEIRO;275
101,46;05/04/2018;05/04/2018;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201804;VERDADEIRO;276
350;05/04/2018;05/04/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201804;VERDADEIRO;277
129,85;05/04/2018;09/04/2018;Eletropaulo - Apartamento - B13-Ap.26;BRA;048;201804;VERDADEIRO;278
69,12;18/04/2018;05/08/2018;Pago com atraso;STA;045;201804;VERDADEIRO;279
18,43;02/04/2018;02/04/2018;Valor zerado, não atingiu mínimo 18,43;BRA;071;201804;FALSO;280
128250;26/01/2018;26/01/2018;Pagamento CEF;BRA;082;201801;FALSO;281
6750;22/01/2018;22/01/2018;Entrada CEF;BRA;082;201801;FALSO;282
100;09/04/2018;09/04/2018;Limpeza/Carpiu Calçada;ESP;057;201804;VERDADEIRO;283
2393,34;14/04/2018;14/04/2018;Cheque 695 - Entregue a Erika (Documentação);BRA;082;201804;FALSO;284
4050;14/04/2018;14/04/2018;Boleto do ITBI pago nesta data;STA;082;201804;FALSO;285
6750;22/01/2018;22/01/2018;Comissão 5% Leiloeiro;BRA;082;201801;FALSO;286
48,4;01/04/2018;01/04/2018;Somente controle;CIN;074;201804;VERDADEIRO;287
1670;15/04/2018;;Cheque 696 - Entregue a Erika;BRA;082;201804;FALSO;288
215,24;15/04/2018;;Cheque 697 - Entregue a Erika;BRA;082;201804;FALSO;289
1314,58;30/04/2018;30/04/2018;Agendado p/30/04;BRA;076;201804;VERDADEIRO;290
301,92;15/04/2018;15/04/2018;Condomínio CASA 52;STA;038;201804;VERDADEIRO;291
2013,51;22/04/2018;22/04/2018;PRC 3;BRA;077;201804;FALSO;292
389,3;15/04/2018;18/04/2018;Condomínio + Sabesp - APARTAMENTO;STA;049;201804;VERDADEIRO;293
350;20/04/2018;20/04/2018;SONIA - DIA 20 - CINTIA PAGOU EM ESPECIE;ESP;054;201804;VERDADEIRO;294
-350;20/04/2018;21/04/2018;;BRA;078;201804;VERDADEIRO;295
130,74;05/05/2018;07/05/2018;Net - R4-CS52 - 3195440450;BRA;037;201805;VERDADEIRO;296
-500;20/04/2018;23/04/2018;1º Aluguel - Deduzido 200 da reforma;BRA;079;201804;VERDADEIRO;297
138,22;07/05/2018;07/05/2018;Eletropaulo - Apartamento - B13-Ap.26;BRA;048;201805;VERDADEIRO;298
48,55;27/04/2018;27/04/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201804;VERDADEIRO;299
91,58;07/05/2018;07/05/2018;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201805;VERDADEIRO;300
420,23;08/06/2018;10/06/2018;Pago por Itamar;BRA;073;201806;FALSO;301
97,48;24/04/2018;22/05/2018;Deverá ser pago por: Wilson e Alemão;STA;072;201804;FALSO;302
19,67;02/05/2018;02/05/2018;Valor zerado, não atingiu mínimo 19,67;BRA;071;201805;FALSO;303
44,99;02/05/2018;02/05/2018;Telefone: 9.9324-0594;BRA;070;201805;VERDADEIRO;304
-2253,64;17/09/2018;17/09/2018;;BRA;083;201809;FALSO;305
938,97;07/05/2018;01/05/2018;Cartão de Crédito Nubank;BRA;042;201805;VERDADEIRO;306
-1150;26/04/2018;30/04/2018;Deposito APARTAMENTO;BRA;061;201804;VERDADEIRO;307
144,08;09/02/2018;09/02/2018;1/60;STA;085;201802;FALSO;308
145,52;29/03/2018;29/03/2018;2/60;STA;085;201803;FALSO;309
146,28;30/04/2018;30/04/2018;3/60;STA;085;201804;FALSO;310
-1485,42;31/07/2020;31/07/2020;Creditado na conta da Cintia Santander;STA;084;202007;FALSO;311
44,99;01/05/2018;01/05/2018;Somente controle;CIN;074;201805;VERDADEIRO;312
350;05/05/2018;05/05/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201805;VERDADEIRO;313
48,55;10/05/2018;10/05/2018;Sabesp - Praia - 0323678483;BRA;046;201805;VERDADEIRO;314
-130;26/04/2018;10/05/2018;Deposito APARTAMENTO;BRA;061;201804;VERDADEIRO;315
301,92;15/05/2018;15/05/2018;Condomínio CASA 52;STA;038;201805;VERDADEIRO;316
374,11;15/05/2018;15/05/2018;Condomínio + Sabesp - APARTAMENTO;STA;049;201805;VERDADEIRO;317
2013,51;22/05/2018;22/05/2018;PRC 4;BRA;077;201805;FALSO;318
-500;13/05/2018;13/05/2018;Deposito Bradesco;BRA;080;201805;VERDADEIRO;319
138,16;05/06/2018;05/06/2018;Net - R4-CS52 - 3195440450;BRA;037;201806;VERDADEIRO;320
21,94;18/05/2018;18/05/2018;Não atingiu valor mínimo - 21,94;BRA;045;201805;FALSO;321
-500;20/05/2018;22/05/2018;2º Aluguel - Deduzido 200 da reforma;BRA;079;201805;VERDADEIRO;322
100,03;24/05/2018;22/05/2018;;STA;072;201805;FALSO;323
-100;22/05/2018;22/05/2018;Depositado pelo Wilson - Valor refere-se ao dele e do Alemão;BRA;072;201805;FALSO;324
-100;24/04/2018;22/05/2018;Depositado pelo Wilson - Valor refere-se ao dele e do Alemão;BRA;072;201804;FALSO;325
56,14;27/05/2018;27/05/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201805;VERDADEIRO;326
1314,58;30/05/2018;30/05/2018;Agendado p/30/05;BRA;076;201805;VERDADEIRO;327
44,99;02/07/2018;02/07/2018;Telefone: 9.9324-0594;BRA;070;201807;VERDADEIRO;328
-71;26/04/2018;30/05/2018;Deposito APARTAMENTO;BRA;061;201804;VERDADEIRO;329
44,99;01/06/2018;01/06/2018;Somente controle;CIN;074;201806;VERDADEIRO;330
44,99;01/06/2018;01/06/2018;Telefone: 9.9324-0594;BRA;070;201806;VERDADEIRO;331
109,67;05/06/2018;05/06/2018;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201806;VERDADEIRO;332
-500;28/05/2018;28/05/2018;Deposito de caução;BRA;086;201805;VERDADEIRO;333
514,49;05/06/2018;31/05/2018;Cartão de Crédito Nubank;BRA;042;201806;VERDADEIRO;334
147,03;30/05/2018;30/05/2018;4/60;STA;085;201805;FALSO;335
206,72;02/05/2018;02/05/2018;;STA;087;201805;VERDADEIRO;336
1252,37;02/05/2018;24/04/2018;;STA;087;201805;VERDADEIRO;337
350;20/05/2018;20/05/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201805;VERDADEIRO;338
56,7;01/06/2018;31/05/2018;Pago por Itamar;BRA;071;201806;VERDADEIRO;339
-138;26/05/2018;31/05/2018;Deposito APARTAMENTO;BRA;061;201805;VERDADEIRO;340
-64;26/05/2018;31/05/2018;Deposito APARTAMENTO;BRA;061;201805;VERDADEIRO;341
500;28/05/2018;07/06/2018;Devolução do caução por desistência;STA;086;201805;VERDADEIRO;342
-250;26/05/2018;06/06/2018;Deposito em 06/06/2018 - Referente Vencimento: 26/05/2018;BRA;061;201805;VERDADEIRO;343
48,55;08/06/2018;08/06/2018;Sabesp - Praia - 0323678483;BRA;046;201806;VERDADEIRO;344
138,23;07/06/2018;10/06/2018;Eletropaulo - Apartamento - B13-Ap.26;BRA;048;201806;VERDADEIRO;345
350;05/06/2018;05/06/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201806;VERDADEIRO;346
18,81;20/06/2018;20/06/2018;Não atingiu valor mínimo - 18,81;BRA;045;201806;FALSO;347
135,1;24/06/2018;24/06/2018;;STA;072;201806;FALSO;348
31,96;08/05/2018;08/05/2018;Não atingiu o mínimo 31,96;BRA;073;201805;FALSO;349
-250;26/05/2018;07/06/2018;Deposito em 07/06/2018 - Referente Vencimento: 26/05/2018;BRA;061;201805;VERDADEIRO;350
381,67;15/06/2018;11/06/2018;Condomínio + Sabesp - APARTAMENTO;BRA;049;201806;VERDADEIRO;351
-650;26/05/2018;12/06/2018;Deposito em 12/06/2018 - Referente Vencimento: 26/05/2018;BRA;061;201805;VERDADEIRO;352
-450;10/06/2018;14/06/2018;Deposito Bradesco;BRA;080;201806;VERDADEIRO;353
-245;08/06/2018;14/06/2018;Depositado pelo Wilson;BRA;073;201806;FALSO;354
301,92;15/06/2018;15/06/2018;Condomínio CASA 52;STA;038;201806;VERDADEIRO;355
-29;08/06/2018;10/06/2018;Lancei, pois assumir de pagar este valor;;073;201806;FALSO;356
19,22;02/08/2018;02/08/2018;Não atingiu o mínimo;BRA;071;201808;FALSO;357
207,12;08/07/2018;08/07/2018;Pago por Itamar;STA;073;201807;FALSO;358
2013,51;22/06/2018;22/06/2018;PRC 5;BRA;077;201806;FALSO;359
64,32;27/06/2018;27/06/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201806;VERDADEIRO;360
350;20/06/2018;20/06/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201806;VERDADEIRO;361
156,92;10/07/2018;10/07/2018;Eletropaulo - R4-CS52 - 100067063086 - Pago com atraso;STA;035;201807;VERDADEIRO;362
132,1;05/07/2018;05/07/2018;Net - R4-CS52 - 3195440450;BRA;037;201807;VERDADEIRO;363
-500;20/06/2018;25/06/2018;3º Aluguel - Deduzido 200 da reforma;BRA;079;201806;VERDADEIRO;364
1314,58;30/06/2018;30/06/2018;Pago;BRA;076;201806;VERDADEIRO;365
484,26;05/07/2018;30/06/2018;Cartão de Crédito Nubank;BRA;042;201807;VERDADEIRO;366
2407,85;30/06/2018;30/06/2018;Material - 1 compra - 10x 247,85 - Hitofran - Nubank;BRA;082;201806;FALSO;367
147,78;30/06/2018;30/06/2018;5/60;STA;085;201806;FALSO;368
155,77;05/07/2018;01/07/2018;Eletropaulo - Apartamento - B13-Ap.26;STA;048;201807;VERDADEIRO;369
753,85;30/06/2018;30/06/2018;Condominio - 15/05/2018 e 15/06/2018;STA;092;201806;VERDADEIRO;370
44,99;01/07/2018;01/07/2018;Somente controle;CIN;074;201807;VERDADEIRO;371
350;05/07/2018;05/07/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201807;VERDADEIRO;372
350;20/07/2018;05/07/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201807;VERDADEIRO;373
877,35;06/06/2018;30/05/2018;;STA;087;201806;VERDADEIRO;374
188,51;10/07/2018;10/07/2018;Material - 1 compra - Di Cicco - Nubank;ESP;082;201807;FALSO;375
1000;10/07/2018;10/07/2018;Adiantamento - Pedreiro Junior;ESP;082;201807;FALSO;376
365,09;10/07/2018;10/07/2018;Condominio - 15/07/2018;ESP;092;201807;VERDADEIRO;377
301,92;15/07/2018;15/07/2018;Condomínio CASA 52;BRA;038;201807;VERDADEIRO;378
381,64;15/07/2018;15/07/2018;Condomínio + Sabesp - APARTAMENTO;BRA;049;201807;VERDADEIRO;379
736,39;06/07/2018;06/07/2018;;STA;087;201807;VERDADEIRO;380
49,37;08/07/2018;10/07/2018;Sabesp - Praia - 0323678483;BRA;046;201807;VERDADEIRO;381
-350;16/08/2018;16/07/2018;1º Aluguel pago adiantado;BRA;090;201808;VERDADEIRO;382
-1000;16/07/2018;17/07/2018;Caução 2 meses;BRA;090;201807;VERDADEIRO;383
60,67;19/07/2018;06/08/2018;Pago com atraso;STA;045;201807;FALSO;384
2013,51;22/07/2018;22/07/2018;PRC 6;BRA;077;201807;FALSO;385
100,9;25/07/2018;25/07/2018;Agendei;STA;072;201807;FALSO;386
-500;20/07/2018;23/07/2018;4º Aluguel - Deduzido 200 da reforma;BRA;079;201807;VERDADEIRO;387
105,26;27/07/2018;27/07/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201807;VERDADEIRO;388
44,99;01/08/2018;01/08/2018;Somente controle;CIN;074;201808;VERDADEIRO;389
161,4;05/08/2018;05/08/2018;Eletropaulo - Apartamento - B13-Ap.26;STA;048;201808;VERDADEIRO;390
148,53;31/07/2018;31/07/2018;6/60;STA;085;201807;FALSO;391
19,92;02/07/2018;02/07/2018;Não atingiu o mínimo;BRA;071;201807;FALSO;392
44,99;02/08/2018;02/08/2018;Telefone: 9.9324-0594;BRA;070;201808;VERDADEIRO;393
133,66;05/08/2018;05/08/2018;Net - R4-CS52 - 3195440450;BRA;037;201808;VERDADEIRO;394
171,88;09/08/2018;09/08/2018;Eletropaulo - R4-CS52 - 100067063086 - Pago com atraso;BRA;035;201808;VERDADEIRO;395
50,25;08/08/2018;09/08/2018;Sabesp - Praia - 0323678483;BRA;046;201808;VERDADEIRO;396
429,89;06/08/2018;06/08/2018;Cartão de Crédito Nubank;BRA;042;201808;VERDADEIRO;397
367,11;15/08/2018;06/08/2018;Condomínio + Sabesp - APARTAMENTO;BRA;049;201808;VERDADEIRO;398
301,92;15/08/2018;06/08/2018;Condomínio CASA 52;BRA;038;201808;VERDADEIRO;399
350;05/08/2018;05/08/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201808;VERDADEIRO;400
169,85;08/08/2018;08/08/2018;Pago por Itamar;STA;073;201808;FALSO;401
1314,58;30/07/2018;06/08/2018;Pago;BRA;076;201807;VERDADEIRO;402
-2400;08/08/2018;08/08/2018;Caução;BRA;091;201808;VERDADEIRO;403
1000;11/08/2018;11/08/2018;Adiantamento - Pedreiro Junior;ESP;082;201808;FALSO;404
1000;04/08/2018;04/08/2018;Adiantamento - Pedreiro Junior;ESP;082;201808;FALSO;405
1000;18/08/2018;18/08/2018;Adiantamento - Pedreiro Junior;ESP;082;201808;FALSO;406
500;28/07/2018;28/07/2018;Pedreiro Junior;ESP;082;201807;FALSO;407
881,32;11/08/2018;11/08/2018;Eletrica;ESP;082;201808;FALSO;408
980,4;04/08/2018;04/08/2018;Hitofran;ESP;082;201808;FALSO;409
327,72;03/08/2018;03/08/2018;Center Mega;ESP;082;201808;FALSO;410
230;03/08/2018;03/08/2018;Center Mega -Tanque;ESP;082;201808;FALSO;411
188,51;10/07/2018;10/07/2018;Joli;ESP;082;201807;FALSO;412
200;04/08/2018;04/08/2018;Leroy - Pecas banheiro;ESP;082;201808;FALSO;413
366,62;15/08/2018;12/08/2018;Condominio - 15/08/2018;ESP;092;201808;VERDADEIRO;414
-350;16/09/2018;16/08/2018;2º Aluguel - Doc nesta data;BRA;090;201809;VERDADEIRO;415
167,97;08/09/2018;02/09/2018;Pago por Itamar;STA;073;201809;FALSO;416
124,78;23/08/2018;19/08/2018;Paguei;STA;072;201808;FALSO;417
0,01;01/10/2018;01/10/2018;Excluir;BRA;082;201810;VERDADEIRO;418
58,92;03/09/2018;09/09/2018;Paguei, mas joão depoistou;STA;071;201809;FALSO;419
159,97;08/09/2018;02/09/2018;Eletropaulo - Apartamento - B13-Ap.26;STA;048;201809;VERDADEIRO;420
171,91;10/09/2018;10/09/2018;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201809;VERDADEIRO;421
21,49;19/09/2018;19/09/2018;Não atingiu valor minimo;STA;045;201809;FALSO;422
89,55;28/08/2018;28/08/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201808;VERDADEIRO;423
-400;20/08/2018;20/08/2018;5º Aluguel - Depoisito parcial;BRA;079;201808;VERDADEIRO;424
-500;20/06/2018;23/07/2018;Deposito efetuado nesta data;BRA;061;201806;VERDADEIRO;425
-250;20/07/2018;31/07/2018;Deposito efetuado nesta data;BRA;061;201807;VERDADEIRO;426
-650;20/06/2018;06/08/2018;Deposito efetuado nesta data;BRA;061;201806;VERDADEIRO;427
350;20/08/2018;20/08/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201808;VERDADEIRO;428
2013,51;22/08/2018;22/08/2018;PRC 7;BRA;077;201808;FALSO;429
1314,58;30/08/2018;30/08/2018;Depositado na conta do colegio;BRA;076;201808;VERDADEIRO;430
149,31;31/08/2018;31/08/2018;7/60;STA;085;201808;FALSO;431
44,99;03/09/2018;03/09/2018;Telefone: 9.9324-0594;BRA;070;201809;VERDADEIRO;432
129,83;05/09/2018;05/09/2018;Net - R4-CS52 - 3195440450;BRA;037;201809;VERDADEIRO;433
773,05;05/09/2018;02/09/2018;Cartão de Crédito Nubank;STA;042;201809;VERDADEIRO;434
50,25;10/09/2018;03/09/2018;Sabesp - Praia - 0323678483;STA;046;201809;VERDADEIRO;435
-1000;16/07/2018;16/07/2018;Caução 2 meses;BRA;089;201807;VERDADEIRO;436
-300;24/08/2018;08/09/2018;Dinheiro  em 08/09 - 400,51 =(300,00+41,59+58,92);ESP;089;201808;VERDADEIRO;437
-200;24/08/2018;24/08/2018;1 Aluguel - Parcial;BRA;089;201808;VERDADEIRO;438
44,99;01/09/2018;01/09/2018;Somente controle;CIN;074;201809;VERDADEIRO;439
350;05/09/2018;05/09/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201809;VERDADEIRO;440
373,67;15/09/2018;09/09/2018;Condomínio + Sabesp - APARTAMENTO;BRA;049;201809;VERDADEIRO;441
301,92;15/09/2018;09/09/2018;Condomínio CASA 52;BRA;038;201809;VERDADEIRO;442
-300,26;20/08/2018;09/09/2018;5º Aluguel - Depoisito final - '62,39+126,35+300+0,26+350=839;BRA;079;201808;VERDADEIRO;443
-350;20/09/2018;09/09/2018;6º Aluguel - Depoisito parcial antecipado;BRA;079;201809;VERDADEIRO;444
-300;20/08/2018;06/08/2018;Deposito efetuado nesta data;BRA;061;201808;VERDADEIRO;445
26,68;21/08/2018;21/08/2018;Não atingiu valor minimo;STA;045;201808;FALSO;446
1376,47;06/08/2018;06/08/2018;;STA;087;201808;VERDADEIRO;447
741,31;06/09/2018;06/09/2018;;STA;087;201809;VERDADEIRO;448
652,01;06/10/2018;30/09/2018;;STA;087;201810;VERDADEIRO;449
350;20/09/2018;20/09/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201809;VERDADEIRO;450
-1200;20/09/2018;21/09/2018;01º Aluguel;BRA;091;201809;VERDADEIRO;451
44,99;03/10/2018;01/10/2018;Telefone: 9.9324-0594;BRA;070;201810;VERDADEIRO;452
144,7;05/10/2018;05/10/2018;Net - R4-CS52 - 3195440450;BRA;037;201810;VERDADEIRO;453
208,36;25/09/2018;23/09/2018;Paguei;STA;072;201809;VERDADEIRO;454
365,71;15/09/2018;03/10/2018;Condominio - 15/09/2018;STA;092;201809;VERDADEIRO;455
1314,58;30/09/2018;30/09/2018;Pago;BRA;076;201809;VERDADEIRO;456
460,65;05/10/2018;01/10/2018;Cartão de Crédito Nubank;STA;042;201810;VERDADEIRO;457
2013,51;22/09/2018;24/09/2018;PRC 8;BRA;077;201809;FALSO;458
-1800;29/09/2018;29/09/2018;Caução;STA;093;201809;VERDADEIRO;459
-350;20/09/2018;17/09/2018;6º Aluguel - 2 parte;BRA;079;201809;VERDADEIRO;460
184,99;09/10/2018;09/10/2018;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201810;VERDADEIRO;461
42,9;08/10/2018;30/09/2018;Itamar pagou, apartamento vazio;STA;048;201810;VERDADEIRO;462
487,28;08/10/2018;30/09/2018;Pago por Itamar;STA;073;201810;VERDADEIRO;463
84,21;01/10/2018;07/10/2018;Pago por Itamar;STA;071;201810;VERDADEIRO;464
50,25;08/10/2018;08/10/2018;Sabesp - Praia - 0323678483;STA;046;201810;VERDADEIRO;465
44,99;01/10/2018;01/10/2018;Somente controle;CIN;074;201810;VERDADEIRO;466
500;05/10/2018;22/09/2018;Cartão de Crédito Nubank - Cintia pagou boleto;CIN;042;201810;VERDADEIRO;467
150,13;30/09/2018;30/09/2018;8/60;STA;085;201809;FALSO;468
50,25;27/09/2018;26/09/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201809;VERDADEIRO;469
350;05/10/2018;05/10/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201810;VERDADEIRO;470
305,24;15/10/2018;08/10/2018;Condomínio CASA 52;BRA;038;201810;VERDADEIRO;471
